;-0.0;1
;-0.0;1
?u?s?l?d?s?l?s?s?u?u?s?l;-0.0;1
?l?s?l?u?d;-0.0;1
;-0.0;1
?d?l?d?d?l?l?u?d?s?d?s?u;-0.0;1
?s?s?l?u?l?d?l?d?d?l?s?d;-0.0;1
?d?l?l?l?s?s?l?d;-0.0;1
;-0.0;1
?l?u?u?u?s?d;-0.0;1
?d?s?u?l;-0.0;1
?d;-0.0;1
?u;-0.0;1
?l?l?d?s?u?u?d?s?d?d;-0.0;1
?l?l?u;-0.0;1
;-0.0;1
;-0.0;1
;-0.0;1
?s?d?d?d?u;-0.0;1
?l;-0.0;1
;-0.0;1
?l;-0.0;1
?l?d;-0.0;1
;-0.0;1
?l;-0.0;1
?d?d?s?l?l;-0.0;1
?u;-0.0;1
?u?s?d;-0.0;1
?l?l?l?l?d?s?l?d?u?l?u?s;-0.0;1
?d;-0.0;1
?u;-0.0;1
?s?u;-0.0;1
?s?u?l?u?u?u?d;-0.0;1
?d?d?s?l?d?d;-0.0;1
?s;-0.0;1
?u?d;-0.0;1
?d;-0.0;1
;-0.0;1
?d;-0.0;1
?u?d;-0.0;1
?u?u?l?s?s;-0.0;1
?l?s?l?s?s?d?u?u;-0.0;1
;-0.0;1
?u?l;-0.0;1
;-0.0;1
?d?s?u;-0.0;1
?l;-0.0;1
;-0.0;1
?s?d?s?u;-0.0;1
?s?u?u?l?u;-0.0;1
;-0.0;2
?s?u?u?l?u;-0.0;2
?u?u?u?s?d;-0.16666666666666666;2
?l?l?l?s?s;-0.16666666666666666;2
?l?s?u?u?s?d;-0.0;2
;-0.0;2
;-0.0;2
?u?d;-0.0;2
?s;-0.0;2
?d?u;-0.0;2
;-0.0;2
?d;-0.0;2
?d?d?s?l?d?d;-0.0;2
?s?u?l?l?u;-0.0;2
;-0.0;2
?d;-0.0;2
?l;-0.0;2
;-0.0;2
?u?u?d?l?u;-1.8333333333333333;2
?s?d;-0.0;2
?l;-0.0;2
?d;-0.0;2
?l?s?d?u?d;-0.0;2
?u?d;-0.0;2
?l?d;-0.0;2
;-0.0;2
;-0.0;2
;-0.0;2
?u?s?l?u?u?u?d;-0.0;2
?s?u?d;-0.0;2
?u?s?l?d?s?s?s?s?d?u?s?l;-0.0;2
;-0.0;2
?u;-0.0;2
?d;-0.0;2
?l?d?l?s;-0.0;2
?u;-0.0;2
?d?d?s?l?d?d;-0.0;2
;-0.0;2
?l;-0.0;2
?l?l?l?l?d?s?l?d?u?l?u?s;-0.0;2
?s?d;-0.0;2
?u?d;-0.0;2
;-0.0;2
;-0.0;2
?u?s?l?d?s?l?s?s?u?u?s?l;-0.0;2
;-0.0;2
?s?u;-0.0;2
?u?s?l?d?s?l?s?s?u?l?s?l;-0.0;2
?s?d;-0.0;2
?u?u;-0.0;2
;-0.0;3
?u?d;-0.0;3
?l;-0.0;3
?s?l?u?l?d?u?s;-0.0;3
?l?l?l?l?s?s?u?d;-0.0;3
?d;-0.0;3
;-0.0;3
?l?l?l?u?s;-0.16666666666666666;3
?u;-0.0;3
?u?d;-0.0;3
;-0.0;3
?d?l?d?d?l?l?u?d?s?d?s?u;-0.0;3
?d?l;-0.0;3
?u;-0.0;3
?l?s?l?s?s?d?u?u;-0.0;3
;-0.0;3
;-0.0;3
?l?s?l?s?s?d?u?l;-0.0;3
?d;-0.0;3
?d?d?s?l?l;-0.0;3
?d;-0.0;3
?u?s?u?l;-0.0;3
?s?u?l?u?u;-0.0;3
?u?u?u?s?d?u?d;-0.0;3
?l?s?u?s?s;-0.0;3
?u?u?u?s?d?d?u?u;-0.0;3
?s?d?d?d?l?l?u?d?s?d?s?u;-0.0;3
?d?l?d?d?u;-0.6666666666666666;3
?u?u?u?u?s?d;-0.0;3
?l;-0.0;3
?d;-0.0;3
?l?d?s?u;-0.0;3
?d?l?l;-0.0;3
;-0.0;3
?l;-0.0;3
?u?s?d;-0.0;3
?l?d?l?u?u?l?l?s?d?s?u?l;-0.0;3
?u?u?d?s?s;-0.0;3
?s?s?l?u?u?u?d?d;-0.0;3
?l?l?l?s?l;-2.1666666666666665;3
?d?s?d?l?l?d;-0.0;3
?d?d?s?l?d?l?u?d?s?d?s?u;-0.0;3
?d?d?s?l?l;-0.0;3
