Iteracion;Puntuacion;Array
0;-14801.5;[1, 1, 1, 1, 1, 1, 0, 4]
1;-14801.5;[1, 1, 1, 1, 1, 1, 0, 2]
2;-14801.5;[1, 1, 1, 1, 1, 1, 0, 2]
3;-14801.5;[1, 1, 1, 1, 1, 1, 0, 3]
4;-14801.5;[1, 1, 1, 1, 1, 1, 0, 3]
5;-14801.5;[1, 1, 1, 1, 1, 1, 0, 2]
6;-14801.5;[1, 1, 1, 1, 1, 1, 0, 4]
7;-14801.5;[1, 1, 1, 1, 1, 1, 0, 1]
8;-14801.5;[1, 1, 1, 1, 1, 1, 0, 4]
9;-14801.5;[1, 1, 1, 1, 1, 1, 0, 1]
