Iteracion;Puntuacion;Array
0;-12645.298469426067;[3, 3, 3, 3, 3, 3, 0, 1]
1;-12645.298469426067;[3, 3, 3, 3, 3, 3, 0, 3]
2;-16464.273644092194;[1, 1, 1, 1, 1, 1, 0, 4]
3;-12645.298469426067;[3, 3, 3, 3, 3, 3, 0, 0]
4;-16464.273644092194;[1, 1, 1, 1, 1, 1, 0, 2]
5;-16464.273644092194;[1, 1, 1, 1, 1, 1, 0, 1]
6;-16464.273644092194;[1, 1, 1, 1, 1, 1, 0, 2]
7;-16464.273644092194;[1, 1, 1, 1, 1, 1, 0, 4]
8;-16464.273644092194;[1, 1, 1, 1, 1, 1, 0, 0]
9;-16464.273644092194;[1, 1, 1, 1, 1, 1, 0, 0]
