Iteracion;Puntuacion;Array
0;-12446.96507359919;[3, 3, 3, 3, 3, 3, 0, 2]
1;-13917.238121908606;[1, 1, 1, 1, 1, 1, 0, 4]
2;-13917.238121908606;[1, 1, 1, 1, 1, 1, 0, 3]
3;-13917.238121908606;[1, 1, 1, 1, 1, 1, 0, 1]
4;-13917.238121908606;[1, 1, 1, 1, 1, 1, 0, 1]
5;-13917.238121908606;[1, 1, 1, 1, 1, 1, 0, 2]
6;-1777.3702020244527;[3, 3, 3, 3, 0, 3, 2, 4]
7;-804.697021533592;[2, 2, 2, 2, 2, 2, 2, 2]
8;-12446.96507359919;[3, 3, 3, 3, 3, 3, 0, 4]
9;-13917.238121908606;[1, 1, 1, 1, 1, 1, 0, 0]
