Iteracion;Puntuacion;Array
0;-12638.59424408598;[3, 3, 3, 3, 3, 3, 0, 2]
1;-3396.9235290527035;[1, 1, 1, 1, 3, 3, 0, 3]
2;-16456.567126261147;[1, 1, 1, 1, 1, 1, 0, 3]
3;-12638.59424408598;[3, 3, 3, 3, 3, 3, 0, 2]
4;-16456.567126261147;[1, 1, 1, 1, 1, 1, 0, 3]
5;-16456.567126261147;[1, 1, 1, 1, 1, 1, 0, 3]
6;-12638.59424408598;[3, 3, 3, 3, 3, 3, 0, 2]
7;-12638.59424408598;[3, 3, 3, 3, 3, 3, 0, 2]
8;-16456.567126261147;[1, 1, 1, 1, 1, 1, 0, 4]
9;-12638.59424408598;[3, 3, 3, 3, 3, 3, 0, 0]
