Iteracion;Puntuacion;Array
0;-16760.88677243325;[1, 1, 1, 1, 1, 1, 0, 0]
1;-16760.88677243325;[1, 1, 1, 1, 1, 1, 0, 1]
2;-12906.256020062017;[3, 3, 3, 3, 3, 3, 0, 3]
3;-16760.88677243325;[1, 1, 1, 1, 1, 1, 0, 2]
4;-16760.88677243325;[1, 1, 1, 1, 1, 1, 0, 2]
5;-16760.88677243325;[1, 1, 1, 1, 1, 1, 0, 0]
6;-16760.88677243325;[1, 1, 1, 1, 1, 1, 0, 1]
7;-16760.88677243325;[1, 1, 1, 1, 1, 1, 0, 3]
8;-3406.518247729732;[1, 1, 1, 1, 3, 3, 0, 1]
9;-16760.88677243325;[1, 1, 1, 1, 1, 1, 0, 4]
