?l;-0.0;1
?l;-0.0;1
?d?d?l?l?u;-3.1666666666666665;1
?u?l?d?u?u?s;-0.0;1
?d?u?l?s;-0.0;1
;-0.0;1
?u?l?d?s;-0.16666666666666666;1
?l?s?u?l;-0.0;1
?s;-0.0;1
?l;-0.0;1
?d;-0.0;1
?l?u?s?s?d;-0.0;1
;-0.0;1
?d?l?l?s?u?l;-0.0;1
?l?u?d?u?s?s?s;-0.0;1
?s?u;-0.0;1
;-0.0;1
?d;-0.0;1
?l?u?u;-0.0;1
?l?s?u;-0.0;1
?l?u?u?d;-0.16666666666666666;1
;-0.0;1
;-0.0;1
?u?d;-0.0;1
;-0.0;1
?s?s?u?d?d;-0.0;1
?u;-0.0;1
?s?s?s?u;-0.0;1
?u?l?l?d?s?s?s?d;-0.0;1
?u?l?l?l?d?l?l?u;-0.2;1
;-0.0;1
;-0.0;1
?s?l?l?u?d?u?d?d;-0.0;1
?u;-0.0;1
;-0.0;1
?l?l?d;-0.0;1
;-0.0;1
?s?d?u?u;-0.0;1
?s?s?u?u?u?s?l?s;-0.0;1
?s?s?d?s;-0.0;1
?u?d?l?s;-0.0;1
?d?u?s?l?s?s?s;-0.0;1
?s?d?s?s?u?s?u?l;-0.0;1
?u;-0.0;1
?s?l?u?s;-0.0;1
;-0.0;1
?d?u?u?s?l;-0.0;1
;-0.0;1
?s?d?d?d?d?u?l?d;-0.0;1
;-0.0;1
?l;-0.0;2
;-0.0;2
?d?l?l?u?d?u?d?d;-0.0;2
?s?l?l?u?u?s;-0.0;2
?s?d?s?s?u;-0.0;2
;-0.0;2
?s?l?d?s;-0.0;2
?l;-0.0;2
?d?u?u;-0.0;2
?l?s?u?s?l;-0.0;2
?l?s?u?l;-0.0;2
;-0.0;2
?d;-0.0;2
;-0.0;2
?u?l?d?s;-0.16666666666666666;2
;-0.0;2
;-0.0;2
?s;-0.0;2
;-0.0;2
?s?s?d?s;-0.0;2
;-0.0;2
?d?u?s?l;-0.0;2
?u?s?s?u;-0.0;2
?s;-0.0;2
;-0.0;2
?d?d?l?l?u;-3.1666666666666665;2
;-0.0;2
?s?l?l?u?d?u?d?d;-0.0;2
?d?s?l?s?u?l;-0.0;2
;-0.0;2
;-0.0;2
?l;-0.0;2
?d?u?u?s?l?s?s?l;-0.0;2
;-0.0;2
;-0.0;2
?u;-0.0;2
?l;-0.0;2
;-0.0;2
?u?l?l?u;-5.4;2
?d?u?l?s?d?l?l?u;-0.0;2
?s?s?d?s;-0.0;2
?l;-0.0;2
?s?u?s?s?d;-0.0;2
?u;-0.0;2
;-0.0;2
?s?s?u?l?d;-0.0;2
;-0.0;2
?s?d?d?d?d?u?l?d;-0.0;2
?l?s?s?l?s?s?s;-0.0;2
?d?u?l?l;-0.8333333333333334;2
