?s?d;-0.0;1
?u?s;-0.0;1
?d?d?l;-0.0;1
?s?s?l;-0.0;1
?u;-0.0;1
?l?u?u?u;-2.1666666666666665;1
?l?l?u?d?l;-2.0;1
;-0.0;1
?d?d?l?u?u?l;-0.0;1
;-0.0;1
?s?l?s?l?u?d?s?l;-0.0;1
?l?s?u?d;-0.0;1
?d;-0.0;1
?l?s?d?l?u?s?u?u;-0.0;1
;-0.0;1
?d?u?u?l;-0.75;1
?d?u?s?u?l?d?u?s;-0.0;1
?s?s;-0.0;1
;-0.0;1
?s?u?s?s?s?l?u?l;-0.0;1
;-0.0;1
?d;-0.0;1
?d;-0.0;1
;-0.0;1
?d?u?l?u?l?d?l?u;-0.0;1
;-0.0;1
?l;-0.0;1
?l;-0.0;1
?s?s;-0.0;1
?s?s?l?u?d?s?s;-0.0;1
?l?u?u;-0.0;1
?d?d?u;-0.0;1
?u?l;-0.0;1
?s?l?l?d;-0.0;1
?u;-0.0;1
;-0.0;1
;-0.0;1
?l?d?l?l?s;-0.0;1
?l?u?s?l?l?u?l;-0.0;1
?u;-0.0;1
?u?l?s?s?u?s?l?d;-0.0;1
?s?u?l?d?s;-0.0;1
?d?l?d?u?u?u?u?u;-0.0;1
?s?u?u?d?l?d?u?l;-0.0;1
;-0.0;1
?u?d?u;-0.0;1
?u?d;-0.0;1
?u?l?l?d?d;-7.2;1
?u;-0.0;1
;-0.0;1
?d?s;-0.0;2
?s;-0.0;2
;-0.0;2
?d;-0.0;2
?u;-0.0;2
?u?s?s?s?d?s?s;-0.0;2
?d?s?d?l?u?d?u?u;-0.0;2
?u?l?l?d?d;-7.2;2
?s?s?l;-0.0;2
?u;-0.0;2
?u?d?l?l?u?d?l;-0.5;2
?l?l?u?d?l;-2.0;2
;-0.0;2
?l?u?u;-0.0;2
;-0.0;2
?s?s;-0.0;2
;-0.0;2
?d?u?u?l;-0.75;2
?s?u?l?d?s?u?u?l;-0.0;2
?l;-0.0;2
?d?u?s?u?d?s?s;-0.0;2
?s?s?l?u?l?d?u?s;-0.0;2
?s?u?l?d?s;-0.0;2
?l?l?u?d?l;-2.0;2
;-0.0;2
?u;-0.0;2
;-0.0;2
?l?s?u?d?d?s?d;-0.0;2
?u?s;-0.0;2
?l?u?u;-0.0;2
;-0.0;2
;-0.0;2
?u;-0.0;2
?d;-0.0;2
?l?d?d;-0.0;2
;-0.0;2
?s?u?s?s?u?l?s?l;-0.0;2
?u;-0.0;2
;-0.0;2
?l?l?u;-0.0;2
;-0.0;2
;-0.0;2
?l?l?u?d;-0.4;2
?d?u?u?l;-0.75;2
?d?u?l?u?l?l?l?u;-0.0625;2
?u?s;-0.0;2
?l;-0.0;2
?u?d?l?l?s;-0.0;2
?s?u?l?d?s;-0.0;2
?s?u?l?d?s?l?u?l;-0.0;2
?u?l?u?d?l;-3.2;3
?l?l?s?d?d;-0.3333333333333333;3
?u;-0.0;3
?l?l?u?d?l;-2.0;3
?l?u?u?d?l;-1.4;3
?u?d?s?l;-0.0;3
;-0.0;3
?u?s;-0.0;3
?s?d;-0.0;3
?l?l?u?d;-0.4;3
?l?l?l?d?d;-339.25;3
?u?l?u?u?l;-3.5;3
?u?l;-0.0;3
?s?d?s?s;-0.0;3
;-0.0;3
?s?u?s?s?s?l?u?l;-0.0;3
?u?l;-0.0;3
?u?l;-0.0;3
?l?l?u?u?l;-4.833333333333333;3
?s?s;-0.0;3
?d?u?u?l;-0.75;3
?s?s?l?u?d?s?s;-0.0;3
?l?u?l?l?s;-0.0;3
?l?d?u;-0.0;3
?s?l;-0.0;3
?d?d?l?u;-3.0;3
?l?u?u?u;-2.1666666666666665;3
?u?d?d?l?u?d?l;-0.0;3
?d?u?s?u?l?d?s?s;-0.0;3
?u?d?l?l?u;-1.8;3
?d?d?l;-0.0;3
;-0.0;3
?s?s;-0.0;3
?l?s?u?d?l;-0.0;3
?l?u?s?l?l?u?l;-0.0;3
?l?l?u?d?l;-2.0;3
?d;-0.0;3
?d?d?l?s?u?l;-0.0;3
?d?u?s?u?l?d?u?s;-0.0;3
?l;-0.0;3
?u?s;-0.0;3
?s?u?u?l;-0.0;3
?d?d?u;-0.0;3
;-0.0;3
?u?l?l?u?l?d?u?s;-0.0;3
?d?u?s?u?d;-0.0;3
?d?d?l;-0.0;3
?u?l;-0.0;3
;-0.0;3
;-0.0;3
?d?l?u?u?l?l;-0.3333333333333333;4
?u?l?l?d?d;-7.2;4
?u?d?l?s?u;-0.0;4
?l?u?u?d?l;-1.4;4
?l?s?d?l?u;-0.0;4
?l?l?l?d?d?s?d?u;-0.0;4
?l?l?u?d?l;-2.0;4
?u?l?u?d?l;-3.2;4
;-0.0;4
?u?l?s?d?d;-0.0;4
?l?u?u?d;-0.2;4
?d?u?u?l?l;-2.0;4
?l?l?u?d?l;-2.0;4
;-0.0;4
?u?l?l?u?l;-9.0;4
?l?l?u?d?d;-1.1666666666666667;4
;-0.0;4
?u?l?l?d?d;-7.2;4
?u?d?l?l?u?d?l;-0.5;4
?l?l?u?d?l;-2.0;4
?l?u?u?d;-0.2;4
?l?l?u?d?l?d;-1.0;4
?l?u?u?u;-2.1666666666666665;4
?l?l?u?d;-0.4;4
?u?d?l?l?s?d?l;-0.0;4
