;-0.0;1
?d?l;-0.0;1
?u?s?l?s?s?d?d;-0.0;1
;-0.0;1
?u?l;-0.0;1
?l?l?l?l?d?l;-244.2;1
?l;-0.0;1
?d?l?l?d?d?s?d?l;-0.0;1
?s?l?s?s?l?s?s?d;-0.0;1
?u?d?u?s?l?s?s?u;-0.0;1
?u?s?s?s?s;-0.0;1
?l?s?u;-0.0;1
?l;-0.0;1
?d?l?l?s;-0.0;1
?u?s?u?l?d?l?s?u;-0.0;1
?d?d?l;-0.0;1
?s?s?d?d?l?d?s?u;-0.0;1
;-0.0;1
?d;-0.0;1
?u;-0.0;1
?u?u?l?s;-0.0;1
?s?d;-0.0;1
?s;-0.0;1
;-0.0;1
?s?s?d?l?l?d;-0.0;1
?d?d?s?l?d?u?u?l;-0.0;1
;-0.0;1
?s?u?s?l?d;-0.0;1
?l;-0.0;1
?s?u;-0.0;1
?l;-0.0;1
?l?d?u;-0.0;1
;-0.0;1
?l?l?u?s?s?u;-0.0;1
?s?s?l?u?d?s?l?s;-0.0;1
;-0.0;1
;-0.0;1
?l?s?d?l?s?l?s?u;-0.0;1
?u;-0.0;1
?d?s?d;-0.0;1
?d?d?s?u?s?l?d;-0.0;1
?u?u;-0.0;1
?u?d?u?l?s?d;-0.0;1
?u;-0.0;1
?l?d?s;-0.0;1
?d?d?d?u?l?d;-0.16666666666666666;1
?u?d;-0.0;1
?d?d?s;-0.0;1
?d?l?l?l;-26.4;1
?u?s?l?l?s?d?s?l;-0.0;1
?u?l?s?s?s?u?d?u;-0.0;2
;-0.0;2
?l?s?d;-0.0;2
?d?s?d?l?s?l?s?u;-0.0;2
?s?d?u?l?s?d;-0.0;2
?u?u?l?s;-0.0;2
?d?u;-0.0;2
?d?d?l?u?d?u;-0.3333333333333333;2
;-0.0;2
?d?l?l?d;-4.5;2
?d?d?s?l?d?u?u?l;-0.0;2
?s?u?s?u?d?u;-0.0;2
?s?s?s?u?d?s?s?u;-0.0;2
?u?d?u?s?l?s?l?s;-0.0;2
?u?s?l;-0.0;2
