Iteracion;Puntuacion;Array
0;-15049.985290469174;[1, 1, 1, 1, 1, 1, 0, 2]
1;-15049.985290469174;[1, 1, 1, 1, 1, 1, 0, 1]
2;-15049.985290469174;[1, 1, 1, 1, 1, 1, 0, 1]
3;-15049.985290469174;[1, 1, 1, 1, 1, 1, 0, 3]
4;-15049.985290469174;[1, 1, 1, 1, 1, 1, 0, 0]
5;-15049.985290469174;[1, 1, 1, 1, 1, 1, 0, 1]
6;-11304.034643032535;[3, 3, 3, 3, 3, 3, 0, 3]
7;-11304.034643032535;[3, 3, 3, 3, 3, 3, 0, 2]
8;-15049.985290469174;[1, 1, 1, 1, 1, 1, 0, 3]
9;-15049.985290469174;[1, 1, 1, 1, 1, 1, 0, 3]
