Iteracion;Puntuacion;Array
0;-14801.904585392;[1, 1, 1, 1, 1, 1, 0, 0]
1;-11378.3840732653;[3, 3, 3, 3, 3, 3, 0, 2]
2;-14801.904585392;[1, 1, 1, 1, 1, 1, 0, 1]
3;-14801.904585392;[1, 1, 1, 1, 1, 1, 0, 0]
4;-11378.3840732653;[3, 3, 3, 3, 3, 3, 0, 0]
5;-14801.904585392;[1, 1, 1, 1, 1, 1, 0, 0]
6;-14801.904585392;[1, 1, 1, 1, 1, 1, 0, 1]
7;-14801.904585392;[1, 1, 1, 1, 1, 1, 0, 3]
8;-14801.904585392;[1, 1, 1, 1, 1, 1, 0, 2]
9;-11378.3840732653;[3, 3, 3, 3, 3, 3, 0, 1]
