Iteracion;Puntuacion;Array
0;-15101.809550790504;[1, 1, 1, 1, 1, 1, 0, 3]
1;-15101.809550790504;[1, 1, 1, 1, 1, 1, 0, 3]
2;-15101.809550790504;[1, 1, 1, 1, 1, 1, 0, 1]
3;-15101.809550790504;[1, 1, 1, 1, 1, 1, 0, 2]
4;-15101.809550790504;[1, 1, 1, 1, 1, 1, 0, 1]
5;-15101.809550790504;[1, 1, 1, 1, 1, 1, 0, 2]
6;-15101.809550790504;[1, 1, 1, 1, 1, 1, 0, 1]
7;-562.2007412300358;[2, 2, 2, 2, 2, 2, 2, 2]
8;-15101.809550790504;[1, 1, 1, 1, 1, 1, 0, 2]
9;-15101.809550790504;[1, 1, 1, 1, 1, 1, 0, 0]
