?d?d?l?l?l?d?d?d,0.0
?u?l?d?d?d?d?d?d,0.0
?u,0.0
?u?u?l?s?l?u,0.0
,0.0
,0.0
?d?l?l?s,0.0
?d?d?s?d?s?d,0.0
?u?d?l?l,0.0
?d?d?s?u?d?u?d?s,0.0
?d?l?l?s?l?u,-0.16666666666666666
?u?u?d?l,-0.0
?u?d?d?l,-0.6
?d?d?l?l?l?d?l?d,-6.142857142857143
?u?l?d?d?d?u?d?d,-63.0
?d?d?s?u?d?u?d?s,-0.0
?d?d?s?u?d?u?d?d,-63.0
?u?l?d?d?d?d?d?s,-0.0
?d?d?s?d?s?d,-0.0
?u?d?l?l,-0.6
?d?l?d?d?d?d?d?s,-0.16666666666666666
?u?d?l?l?l?d?l?d,-0.75
?u?d?l?l,-0.6
?u?l?d?d?d?d?d?d,-63.0
?u?d?d?l?l?d?l?d,-0.75
?d?d?l?d,-0.4
?u?l?d?d?d?d?d?s,-0.16666666666666666
?u?u?d?l,-0.4
?d?d?l?l?l?d?d?d,-6.142857142857143
?s?d?l?l?s?d?d?d,-6.142857142857143
?d?d?l?d?d?d?d?d,-63.0
?u?l?d?l?l?d?d?d,-6.142857142857143
?d?d?l?l?l?d?l?d,-0.75
?s?l?d?d?d?d?d?d,-63.0
?d,-1.4
?d?d?l?l?l?d?d?d,-6.142857142857143
?d?d?l?d?d?d?d?d,-63.0
?u?l?d?l,-0.6
?u?l?d?l?l?d?d?d,-6.142857142857143
?d?d?l?d?d?d?d?d,-63.0
?d?d?l?l?l?d?d?d,-3.6
?d?d?l?d?d?d?d?d,-6.142857142857143
?u?d,-63.0
?u?l?d?d?d?d?d?d,-1.5
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?u?d?s?d?d,-63.0
?d?d?l?l?l?d?d?d,-6.142857142857143
?u?l?d?d?d?d?l?d,-63.0
?d?d?l?d?d?d?d?d,-3.6
?d?d?l?d?l?l?d?d,-3.6
?d?d?l?l?l?d?d?d,-6.142857142857143
?d?d?l,-6.142857142857143
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?u?d?d,-63.0
?d?d?l?l?l?d,-6.142857142857143
,-6.142857142857143
?u?l?d?d?d?d?s?d,-6.142857142857143
?d?d?l?l?l?d?d?d,-63.0
?d?d?l?l?u?d?d?d,-6.142857142857143
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?s?d?d?d?d,-63.0
?u?l?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?s?d?d?d?d?d?d,-6.142857142857143
?d?d?l?l?l?d?d?d,-63.0
?u?l?d?d?d?u?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?u?d,-63.0
?u?l?d?l?d?d?s?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?u?d?d?d?l?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?s?d,-63.0
?u?l?s?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?s?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?s?l?d?d?d?u?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?l?l?d?d?d?l?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d,-63.0
?s?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?u?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?u?d?d?d,-63.0
?u?l?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?u?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?s?d?d?d,-63.0
?u?d?d?d?d?d?d?d,-63.0
,-63.0
?u?l,-63.0
?u?l?d?d?d?l?l?d,-63.0
?l?u?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?l?d?d?d?d,-63.0
?u?l?d?d?u?d?d?d,-63.0
?u?l?d?d?d?d?s?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?l?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
?u?l?d?d?d?d?d?d,-63.0
