Iteracion;Puntuacion;Array
0;-11367.0;[3, 3, 3, 3, 3, 3, 0, 3]
1;-17761.8;[1, 1, 1, 1, 1, 1, 0, 2]
2;-11367.0;[3, 3, 3, 3, 3, 3, 0, 4]
3;-17761.8;[1, 1, 1, 1, 1, 1, 0, 1]
4;-17761.8;[1, 1, 1, 1, 1, 1, 0, 1]
5;-17761.8;[1, 1, 1, 1, 1, 1, 0, 4]
6;-17761.8;[1, 1, 1, 1, 1, 1, 0, 3]
7;-17761.8;[1, 1, 1, 1, 1, 1, 0, 2]
8;-11367.0;[3, 3, 3, 3, 3, 3, 0, 1]
9;-17761.8;[1, 1, 1, 1, 1, 1, 0, 1]
