Iteracion;Puntuacion;Array
0;-17761.8;[1, 1, 1, 1, 1, 1, 0, 2]
1;-17761.8;[1, 1, 1, 1, 1, 1, 0, 0]
2;-17761.8;[1, 1, 1, 1, 1, 1, 0, 4]
3;-17761.8;[1, 1, 1, 1, 1, 1, 0, 3]
4;-17761.8;[1, 1, 1, 1, 1, 1, 0, 2]
5;-13640.4;[3, 3, 3, 3, 3, 3, 0, 4]
6;-17761.8;[1, 1, 1, 1, 1, 1, 0, 4]
7;-17761.8;[1, 1, 1, 1, 1, 1, 0, 0]
8;-17761.8;[1, 1, 1, 1, 1, 1, 0, 0]
9;-17761.8;[1, 1, 1, 1, 1, 1, 0, 3]
