Array;Mask;Score;Generacion
[1, 3, 2, 3, 3, 4, 2, 0];?l?d?u?d?d?s?u;-0.0;1
[2, 1, 3, 4, 2, 2, 1, 3];?u?l?d?s?u?u?l?d;-0.0;1
[4, 4, 3, 3, 2, 2, 4, 2];?s?s?d?d?u?u?s?u;-0.0;1
[4, 3, 2, 3, 3, 3, 2, 4];?s?d?u?d?d?d?u?s;-0.0;1
[1, 3, 4, 4, 2, 0, 0, 1];?l?d?s?s?u;-0.0;1
[3, 3, 3, 1, 0, 4, 3, 1];?d?d?d?l;-9.6;1
[2, 4, 2, 3, 3, 2, 0, 1];?u?s?u?d?d?u;-0.0;1
[4, 4, 4, 3, 1, 3, 4, 3];?s?s?s?d?l?d?s?d;-0.0;1
[2, 1, 4, 1, 4, 0, 0, 4];?u?l?s?l?s;-0.0;1
[1, 4, 3, 4, 3, 1, 1, 2];?l?s?d?s?d?l?l?u;-0.0;1
[1, 2, 1, 1, 1, 2, 0, 4];?l?u?l?l?l?u;-5.6;1
[1, 4, 4, 3, 2, 4, 1, 0];?l?s?s?d?u?s?l;-0.0;1
[2, 2, 4, 2, 0, 2, 1, 0];?u?u?s?u;-0.0;1
[3, 2, 1, 1, 1, 1, 3, 4];?d?u?l?l?l?l?d?s;-0.0;1
[1, 2, 2, 2, 1, 0, 0, 0];?l?u?u?u?l;-4.8;1
[4, 4, 1, 4, 2, 1, 4, 2];?s?s?l?s?u?l?s?u;-0.0;1
[3, 1, 3, 3, 2, 2, 2, 3];?d?l?d?d?u?u?u?d;-0.0;1
[1, 3, 2, 3, 4, 1, 1, 0];?l?d?u?d?s?l?l;-0.0;1
[3, 2, 1, 1, 0, 4, 3, 3];?d?u?l?l;-1.0;1
[1, 2, 1, 1, 2, 4, 2, 2];?l?u?l?l?u?s?u?u;-0.0;1
[3, 2, 1, 2, 2, 2, 1, 1];?d?u?l?u?u?u?l?l;-0.125;1
[3, 4, 4, 4, 1, 4, 2, 0];?d?s?s?s?l?s?u;-0.0;1
[1, 3, 2, 2, 1, 3, 3, 4];?l?d?u?u?l?d?d?s;-0.0;1
[4, 1, 3, 1, 2, 2, 4, 1];?s?l?d?l?u?u?s?l;-0.0;1
[3, 2, 1, 4, 4, 1, 0, 3];?d?u?l?s?s?l;-0.0;1
[4, 2, 2, 4, 2, 0, 1, 0];?s?u?u?s?u;-0.0;1
[4, 1, 2, 1, 0, 1, 0, 0];?s?l?u?l;-0.0;1
[3, 1, 2, 3, 0, 2, 0, 0];?d?l?u?d;-0.0;1
[1, 2, 4, 2, 3, 2, 0, 3];?l?u?s?u?d?u;-0.0;1
[3, 2, 3, 4, 0, 0, 4, 0];?d?u?d?s;-0.0;1
[3, 4, 4, 1, 0, 2, 3, 4];?d?s?s?l;-0.0;1
[1, 4, 1, 3, 0, 3, 4, 4];?l?s?l?d;-0.0;1
[1, 4, 2, 2, 2, 3, 0, 1];?l?s?u?u?u?d;-0.0;1
