Iteracion;Puntuacion;Array
0;-14801.5;[1, 1, 1, 1, 1, 1, 0, 0]
1;-14801.5;[1, 1, 1, 1, 1, 1, 0, 3]
2;-14801.5;[1, 1, 1, 1, 1, 1, 0, 0]
3;-14801.5;[1, 1, 1, 1, 1, 1, 0, 0]
4;-14801.5;[1, 1, 1, 1, 1, 1, 0, 4]
5;-14801.5;[1, 1, 1, 1, 1, 1, 0, 0]
6;-14801.5;[1, 1, 1, 1, 1, 1, 0, 4]
7;-14801.5;[1, 1, 1, 1, 1, 1, 0, 0]
8;-14801.5;[1, 1, 1, 1, 1, 1, 0, 4]
9;-14801.5;[1, 1, 1, 1, 1, 1, 0, 3]
