Iteracion;Puntuacion;Array
0;-14801.5;[1, 1, 1, 1, 1, 1, 0, 0]
1;-13640.4;[3, 3, 3, 3, 3, 3, 0, 0]
2;-14801.5;[1, 1, 1, 1, 1, 1, 0, 4]
3;-14801.5;[1, 1, 1, 1, 1, 1, 0, 1]
4;-13640.4;[3, 3, 3, 3, 3, 3, 0, 0]
5;-3051.5;[1, 1, 1, 1, 3, 3, 0, 1]
6;-13640.4;[3, 3, 3, 3, 3, 3, 0, 3]
7;-14801.5;[1, 1, 1, 1, 1, 1, 0, 1]
8;-14801.5;[1, 1, 1, 1, 1, 1, 0, 3]
9;-2110.2;[3, 3, 3, 3, 3, 0, 3, 4]
