Iteracion;Puntuacion;Array
0;-17761.8;[1, 1, 1, 1, 1, 1, 0, 1]
1;-17761.8;[1, 1, 1, 1, 1, 1, 0, 0]
2;-11367.0;[3, 3, 3, 3, 3, 3, 0, 2]
3;-17761.8;[1, 1, 1, 1, 1, 1, 0, 1]
4;-17761.8;[1, 1, 1, 1, 1, 1, 0, 4]
5;-17761.8;[1, 1, 1, 1, 1, 1, 0, 1]
6;-17761.8;[1, 1, 1, 1, 1, 1, 0, 0]
7;-17761.8;[1, 1, 1, 1, 1, 1, 0, 2]
8;-17761.8;[1, 1, 1, 1, 1, 1, 0, 2]
9;-17761.8;[1, 1, 1, 1, 1, 1, 0, 2]
