Array;Mask;Score;Generacion[3, 4, 1, 4, 0, 4, 0, 2];?d?s?l?s;-0.0;1
[1, 1, 2, 1, 1, 0, 2, 2];?l?l?u?l?l;-3.6666666666666665;1
[4, 3, 4, 1, 2, 0, 0, 0];?s?d?s?l?u;-0.0;1
[2, 1, 4, 3, 1, 3, 4, 4];?u?l?s?d?l?d?s?s;-0.0;1
[2, 4, 3, 2, 2, 4, 3, 2];?u?s?d?u?u?s?d?u;-0.0;1
[3, 3, 1, 1, 3, 0, 3, 1];?d?d?l?l?d;-3.8;1
[4, 4, 4, 1, 3, 3, 4, 2];?s?s?s?l?d?d?s?u;-0.0;1
[4, 1, 2, 1, 2, 1, 3, 0];?s?l?u?l?u?l?d;-0.0;1
[2, 2, 2, 4, 4, 3, 1, 3];?u?u?u?s?s?d?l?d;-0.0;1
[1, 2, 4, 4, 1, 0, 3, 0];?l?u?s?s?l;-0.0;1
[1, 2, 3, 4, 3, 3, 2, 0];?l?u?d?s?d?d?u;-0.0;1
[2, 1, 3, 4, 0, 4, 0, 0];?u?l?d?s;-0.2;1
[2, 1, 1, 2, 0, 3, 1, 3];?u?l?l?u;-6.75;1
[2, 4, 1, 2, 4, 0, 1, 0];?u?s?l?u?s;-0.0;1
[4, 3, 2, 4, 3, 2, 3, 3];?s?d?u?s?d?u?d?d;-0.0;1
[2, 3, 2, 4, 4, 1, 3, 1];?u?d?u?s?s?l?d?l;-0.0;1
[4, 2, 4, 1, 0, 3, 0, 1];?s?u?s?l;-0.0;1
[4, 1, 3, 3, 3, 2, 2, 2];?s?l?d?d?d?u?u?u;-0.0;1
[2, 4, 2, 1, 0, 3, 0, 0];?u?s?u?l;-0.0;1
[2, 3, 4, 2, 1, 0, 4, 0];?u?d?s?u?l;-0.0;1
[3, 4, 3, 2, 1, 4, 3, 3];?d?s?d?u?l?s?d?d;-0.0;1
[2, 2, 3, 1, 3, 2, 0, 1];?u?u?d?l?d?u;-0.6;1
[1, 3, 2, 1, 1, 1, 4, 3];?l?d?u?l?l?l?s?d;-0.0;1
[4, 2, 1, 1, 4, 3, 4, 2];?s?u?l?l?s?d?s?u;-0.0;1
[1, 3, 2, 3, 2, 0, 3, 0];?l?d?u?d?u;-2.5;1
[2, 1, 4, 2, 4, 2, 4, 4];?u?l?s?u?s?u?s?s;-0.0;1
[3, 2, 1, 4, 0, 0, 1, 3];?d?u?l?s;-0.0;1
[2, 2, 3, 2, 4, 2, 2, 0];?u?u?d?u?s?u?u;-0.0;1
[2, 4, 1, 1, 4, 2, 1, 2];?u?s?l?l?s?u?l?u;-0.0;1
[2, 4, 3, 3, 2, 0, 0, 3];?u?s?d?d?u;-0.0;1
[3, 2, 3, 4, 1, 4, 0, 1];?d?u?d?s?l?s;-0.0;1
[4, 2, 1, 4, 0, 3, 0, 1];?s?u?l?s;-0.0;1
[2, 4, 2, 3, 3, 1, 3, 4];?u?s?u?d?d?l?d?s;-0.0;1
[1, 3, 4, 4, 0, 3, 2, 0];?l?d?s?s;-0.0;1
[1, 1, 1, 2, 4, 1, 1, 0];?l?l?l?u?s?l?l;-0.0;1
[1, 4, 4, 3, 2, 4, 2, 3];?l?s?s?d?u?s?u?d;-0.0;1
[1, 3, 3, 2, 0, 4, 3, 0];?l?d?d?u;-0.2;1
[1, 1, 1, 3, 2, 2, 4, 1];?l?l?l?d?u?u?s?l;-0.0;1
[1, 3, 3, 2, 0, 1, 1, 4];?l?d?d?u;-0.2;1
[1, 2, 3, 3, 1, 2, 3, 3];?l?u?d?d?l?u?d?d;-0.14285714285714285;1
[1, 2, 2, 1, 4, 1, 1, 1];?l?u?u?l?s?l?l?l;-0.0;1
[3, 4, 4, 2, 4, 1, 1, 4];?d?s?s?u?s?l?l?s;-0.0;1
[1, 1, 4, 4, 0, 3, 0, 2];?l?l?s?s;-0.0;1
[2, 1, 1, 2, 1, 4, 2, 4];?u?l?l?u?l?s?u?s;-0.0;1
[3, 4, 2, 4, 3, 4, 4, 0];?d?s?u?s?d?s?s;-0.0;1
[3, 4, 3, 1, 4, 0, 0, 4];?d?s?d?l?s;-0.0;1
[4, 3, 4, 3, 0, 2, 2, 2];?s?d?s?d;-0.0;1
