Array;Mask;Score;Generacion[2, 1, 2, 4, 1, 0, 4, 0];?u?l?u?s?l;-0.0;1
[2, 1, 1, 4, 0, 3, 0, 3];?u?l?l?s;-0.0;1
[1, 4, 2, 4, 4, 4, 3, 4];?l?s?u?s?s?s?d?s;-0.0;1
[3, 1, 4, 4, 0, 4, 4, 4];?d?l?s?s;-0.0;1
[4, 4, 2, 4, 4, 2, 0, 2];?s?s?u?s?s?u;-0.0;1
[4, 1, 1, 4, 1, 4, 1, 3];?s?l?l?s?l?s?l?d;-0.0;1
[3, 3, 4, 2, 3, 0, 3, 3];?d?d?s?u?d;-0.0;1
[4, 3, 1, 1, 2, 0, 4, 1];?s?d?l?l?u;-0.0;1
[4, 1, 1, 1, 4, 0, 0, 0];?s?l?l?l?s;-0.2;1
[4, 3, 4, 3, 4, 4, 3, 3];?s?d?s?d?s?s?d?d;-0.0;1
[2, 2, 1, 1, 4, 2, 1, 2];?u?u?l?l?s?u?l?u;-0.0;1
[3, 2, 2, 2, 1, 0, 2, 4];?d?u?u?u?l;-3.4;1
[3, 1, 2, 3, 1, 0, 4, 4];?d?l?u?d?l;-2.0;1
[4, 1, 4, 3, 4, 1, 4, 4];?s?l?s?d?s?l?s?s;-0.0;1
[1, 4, 3, 4, 1, 1, 3, 4];?l?s?d?s?l?l?d?s;-0.0;1
[4, 4, 1, 3, 3, 3, 2, 2];?s?s?l?d?d?d?u?u;-0.0;1
[4, 1, 1, 2, 2, 3, 1, 1];?s?l?l?u?u?d?l?l;-0.0;1
[4, 3, 1, 2, 4, 0, 3, 0];?s?d?l?u?s;-0.0;1
[1, 2, 2, 1, 0, 0, 0, 2];?l?u?u?l;-0.3333333333333333;1
[3, 1, 2, 2, 0, 0, 1, 1];?d?l?u?u;-0.5;1
[3, 4, 3, 4, 2, 4, 2, 2];?d?s?d?s?u?s?u?u;-0.0;1
[2, 4, 4, 4, 2, 3, 2, 4];?u?s?s?s?u?d?u?s;-0.0;1
[4, 4, 2, 4, 4, 2, 0, 4];?s?s?u?s?s?u;-0.0;1
[2, 2, 2, 1, 3, 1, 1, 0];?u?u?u?l?d?l?l;-0.3333333333333333;1
[3, 2, 3, 2, 3, 3, 3, 1];?d?u?d?u?d?d?d?l;-0.0;1
[3, 1, 3, 4, 3, 4, 0, 0];?d?l?d?s?d?s;-0.0;1
[1, 2, 1, 1, 1, 1, 4, 1];?l?u?l?l?l?l?s?l;-0.0;1
[3, 2, 2, 1, 4, 1, 2, 3];?d?u?u?l?s?l?u?d;-0.0;1
[3, 4, 2, 3, 0, 0, 2, 0];?d?s?u?d;-0.0;1
[2, 4, 1, 1, 2, 2, 2, 0];?u?s?l?l?u?u?u;-0.0;1
[1, 1, 2, 2, 4, 0, 3, 3];?l?l?u?u?s;-0.0;1
[4, 2, 2, 2, 1, 3, 0, 3];?s?u?u?u?l?d;-0.0;1
[4, 4, 4, 4, 0, 0, 1, 1];?s?s?s?s;-1.2;1
[1, 4, 1, 4, 3, 3, 0, 0];?l?s?l?s?d?d;-0.0;1
[4, 2, 4, 4, 4, 4, 1, 1];?s?u?s?s?s?s?l?l;-0.0;1
[2, 2, 3, 2, 2, 2, 2, 0];?u?u?d?u?u?u?u;-2.142857142857143;1
[4, 2, 1, 2, 0, 3, 4, 0];?s?u?l?u;-0.0;1
[1, 3, 2, 2, 1, 1, 2, 0];?l?d?u?u?l?l?u;-0.2857142857142857;1
[3, 1, 4, 3, 2, 4, 1, 0];?d?l?s?d?u?s?l;-0.0;1
[1, 4, 1, 1, 0, 1, 4, 1];?l?s?l?l;-0.6666666666666666;1
[2, 2, 1, 3, 3, 2, 0, 3];?u?u?l?d?d?u;-1.2;1
