Evaluations,BestFitness,SolutionArray
10,-5.5,[3, 3, 3, 3, 2, 2, 2, 2]
20,-185.16666666666666,[1, 1, 1, 3, 1, 1, 0, 0]
30,-185.16666666666666,[1, 1, 1, 3, 1, 1, 0, 0]
40,-185.16666666666666,[1, 1, 1, 3, 1, 1, 0, 0]
50,-349.75,[3, 3, 3, 3, 1, 1, 0, 0]
60,-349.75,[3, 3, 3, 3, 1, 1, 0, 0]
70,-349.75,[3, 3, 3, 3, 1, 1, 0, 0]
80,-349.75,[3, 3, 3, 3, 1, 1, 0, 0]
90,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
100,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
110,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
120,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
130,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
140,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
150,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
160,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
170,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
180,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
190,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
200,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
210,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
220,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
230,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
240,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
250,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
260,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
270,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
280,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
290,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
300,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
310,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
320,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
330,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
340,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
350,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
360,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
370,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
380,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
390,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
400,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
410,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
420,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
430,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
440,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
450,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
460,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
470,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
480,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
490,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
500,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
510,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
520,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
530,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
540,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
550,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
560,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
570,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
580,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
590,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
600,-1619.0,[3, 3, 3, 3, 0, 1, 0, 0]
