Iteracion;Puntuacion;Array
0;-14797.112656097468;[1, 1, 1, 1, 1, 1, 0, 0]
1;-14797.112656097468;[1, 1, 1, 1, 1, 1, 0, 3]
2;-14797.112656097468;[1, 1, 1, 1, 1, 1, 0, 1]
3;-14797.112656097468;[1, 1, 1, 1, 1, 1, 0, 2]
4;-14797.112656097468;[1, 1, 1, 1, 1, 1, 0, 3]
5;-14797.112656097468;[1, 1, 1, 1, 1, 1, 0, 2]
6;-14797.112656097468;[1, 1, 1, 1, 1, 1, 0, 2]
7;-14797.112656097468;[1, 1, 1, 1, 1, 1, 0, 1]
8;-14797.112656097468;[1, 1, 1, 1, 1, 1, 0, 2]
9;-14797.112656097468;[1, 1, 1, 1, 1, 1, 0, 4]
