Iteracion;Puntuacion;Array
0;-17761.8;[1, 1, 1, 1, 1, 1, 0, 0]
1;-17761.8;[1, 1, 1, 1, 1, 1, 0, 1]
2;-11367.0;[3, 3, 3, 3, 3, 3, 0, 4]
3;-11367.0;[3, 3, 3, 3, 3, 3, 0, 2]
4;-17761.8;[1, 1, 1, 1, 1, 1, 0, 4]
5;-17761.8;[1, 1, 1, 1, 1, 1, 0, 4]
6;-17761.8;[1, 1, 1, 1, 1, 1, 0, 0]
7;-3051.5;[1, 1, 1, 1, 3, 3, 0, 3]
8;-17761.8;[1, 1, 1, 1, 1, 1, 0, 0]
9;-11367.0;[3, 3, 3, 3, 3, 3, 0, 3]
