Iteracion;Puntuacion;Array
0;-11361.885257986363;[3, 3, 3, 3, 3, 3, 0, 0]
1;-15076.139520963472;[1, 1, 1, 1, 1, 1, 0, 0]
2;-11361.885257986363;[3, 3, 3, 3, 3, 3, 0, 1]
3;-15076.139520963472;[1, 1, 1, 1, 1, 1, 0, 0]
4;-15076.139520963472;[1, 1, 1, 1, 1, 1, 0, 0]
5;-15076.139520963472;[1, 1, 1, 1, 1, 1, 0, 3]
6;-15076.139520963472;[1, 1, 1, 1, 1, 1, 0, 3]
7;-11361.885257986363;[3, 3, 3, 3, 3, 3, 0, 3]
8;-2155.6395891556476;[3, 3, 3, 3, 3, 0, 4, 2]
9;-15076.139520963472;[1, 1, 1, 1, 1, 1, 0, 4]
