Iteracion;Puntuacion;Array
0;-13912.332675332063;[1, 1, 1, 1, 1, 1, 0, 1]
1;-4781.833611670916;[1, 1, 1, 1, 1, 0, 2, 4]
2;-13912.332675332063;[1, 1, 1, 1, 1, 1, 0, 0]
3;-13912.332675332063;[1, 1, 1, 1, 1, 1, 0, 0]
4;-13912.332675332063;[1, 1, 1, 1, 1, 1, 0, 4]
5;-4781.833611670916;[1, 1, 1, 1, 1, 0, 4, 2]
6;-4781.833611670916;[1, 1, 1, 1, 1, 0, 3, 0]
7;-1781.520384781994;[3, 3, 3, 3, 0, 1, 0, 1]
8;-4781.833611670916;[1, 1, 1, 1, 1, 0, 2, 3]
9;-13912.332675332063;[1, 1, 1, 1, 1, 1, 0, 2]
