?l?d?l?l?l?l?d?l,0.0
?d?d?d?l?l,0.0
?d,0.0
?u?s?s,0.0
?u,0.0
,0.0
?d,0.0
,0.0
?s?l?u?l,0.0
?l,0.0
?l?d?l?l,-29.545454545454547
?d,-0.0
?l,-0.0
,-0.0
?s,-0.0
?d?s?u?l,-0.0
?l?d?l?l?l?l?d?l,-29.545454545454547
,-0.0
?u,-0.0
?d?u?l,-0.0
?d?d?d?l?l,-29.545454545454547
?l?d?l?l?l,-23.25
?l?d?l?l?l?l?d?l,-29.545454545454547
,-0.0
?l?d?l?l?l?l?d?l,-29.4
?d,-0.0
?d,-0.0
?d?d?d?l?l,-23.25
?u?d?l?d?l?l?d?l,-29.545454545454547
,-0.0
?l?d?l?l?l?d?u?l,-29.545454545454547
?l?d?l,-29.545454545454547
?l?d?l?l,-29.4
?l?d?l?l?l,-44.4
?l?d?l?l?l,-44.4
,-44.4
?l?d?d?l?l?u?u?l,-23.25
?d?d?l?l?l?l?d?l,-29.545454545454547
,-29.545454545454547
?l?d?d?l?l,-23.25
?l?d?l?l?u,-44.4
?l?d?l?l?s?l?d?l,-29.545454545454547
?l?d?l?l?l?l?u?l,-29.545454545454547
?l?d?l?l?l?l?d?l,-29.545454545454547
?l?d?u?l?l?l?d?l,-29.545454545454547
?l?d?d?l,-29.4
?l?u?l?l?l,-44.4
?l?d?l?l?l,-44.4
?l?d?l?l,-29.4
?l?d?l?l?l,-44.4
?l?d?l?l?l?l?d?l,-29.545454545454547
?l?d?u?l?l,-44.4
?l?d,-44.4
?l?d?l?l,-29.545454545454547
?l?d?l?u?l?l?d?l,-29.545454545454547
?l?d?l?l?l,-44.4
?l?d?l?d?l,-44.4
?l?d?u?l?l,-44.4
?l?d?l?l?l,-44.4
?l?d?l?l?l,-44.4
?l?d?s?l?l,-44.4
?l?d?l?l?d?u,-44.4
?d?d?l?l?l,-44.4
?l?d?l?l?l,-44.4
?l?d?l?l?l?l?d?l,-29.545454545454547
?l?d?l?u?l,-44.4
?l?d?l?l?s,-44.4
?d?d?l?l?u,-44.4
?l?d?l?l?l,-44.4
?l?d?l?l?l,-44.4
?l?d?l?l?l,-44.4
?l?d?l?l?l,-44.4
?l?d?l?l?l,-44.4
?l?d?l?l?l,-44.4
,-44.4
?l?d?l?l?l,-44.4
?l?d?l?l?l,-44.4
?l?d,-44.4
?l?d?l?l?l,-44.4
?l?d?l?l?l,-44.4
?l?d?l?l?l,-44.4
?l?d?l?l?l,-44.4
