Iteracion;Puntuacion;Array
0;-15021.273752730576;[1, 1, 1, 1, 1, 1, 0, 0]
1;-15021.273752730576;[1, 1, 1, 1, 1, 1, 0, 2]
2;-15021.273752730576;[1, 1, 1, 1, 1, 1, 0, 0]
3;-11391.85132366257;[3, 3, 3, 3, 3, 3, 0, 1]
4;-15021.273752730576;[1, 1, 1, 1, 1, 1, 0, 1]
5;-15021.273752730576;[1, 1, 1, 1, 1, 1, 0, 2]
6;-15021.273752730576;[1, 1, 1, 1, 1, 1, 0, 4]
7;-11391.85132366257;[3, 3, 3, 3, 3, 3, 0, 3]
8;-15021.273752730576;[1, 1, 1, 1, 1, 1, 0, 3]
9;-15021.273752730576;[1, 1, 1, 1, 1, 1, 0, 3]
