?u?l?d?d?d?d,0.0
?l?l?l?l?d?d?l?l,0.0
?d?d?l?d,0.0
?u,0.0
,0.0
,0.0
?u?u?u?s?l?l?l,0.0
?s?u?u?u?s?l?l?l,0.0
?d?s?s,0.0
?d?u?d,0.0
?l?l?l?l?d?d?l?l,-24.464285714285715
,-0.0
?u?l?d?d?d?d,-28.75
?u?u?u?s?l?l,-0.0
?u?l?d?d?d?d,-28.75
?d?d?l?d,-1.1666666666666667
?l?l?l?l?d?d?l?l,-24.464285714285715
?l?d,-24.464285714285715
?d?u?d?d?d?d,-28.75
?u?l?d,-0.0
?l?l?l?l?d?d?l?l,-24.464285714285715
?l?l?l?l?d?d?l?l,-24.464285714285715
?l?l?l?d?d?d?l?l,-24.464285714285715
?d?u?d?d?d,-1.2
?l?l?l?u?d?d?l?l,-24.464285714285715
?l?l?l?l?d?d?l?l,-24.464285714285715
?d?d?l?d,-1.1666666666666667
?l?l?l?l?d?d?l?l,-24.464285714285715
?u?l?l?l?d?d?l?l,-24.464285714285715
?l?l?d?d?d?d,-28.75
?l?l?l?d?d?d?l?l,-61.0
?l?l?d?d?d?d,-933.8333333333334
?u?l?u,-28.75
?u?l?d?d?d?d,-28.75
?u?l?l?u?d?s?l?l,-24.464285714285715
?l?l?l?l?d?d?l?l,-24.464285714285715
?u?l?d?d?u?d,-28.75
?u?l?d?d?u?d,-28.75
?l?l?d?d?d?d,-933.8333333333334
?l?l?l?l?d?d?l?l,-24.464285714285715
?u?l?d?d?d?d,-933.8333333333334
?l?l?d?d?d?d,-28.75
?l?l?d?d?d?d?l?l,-61.0
?l?l?l?u?d?d,-933.8333333333334
?l?l?l?d?d?d?l?l,-61.0
?l?l?d?d?d?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?u?l?d?d,-28.75
?l?l?d?d?d?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?l?d?d?d?d?d,-933.8333333333334
?l?l?d?d?s?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?l?l?d?d?s?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?s?u?d?d?d?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?l?l?d?u?d?d?d,-933.8333333333334
?l?l?d?d?d?d?s,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?u?l?d?d?d?d,-933.8333333333334
?l?l?d?d?s?d,-933.8333333333334
?l?l?d?d?d?d?l,-933.8333333333334
?l?l?d?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?l?l?l?d?d?d,-933.8333333333334
?l,-933.8333333333334
?l?l?l?d?d?d,-1478.6666666666667
?l?l?d?d?d?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?s?l?l?d?d?d,-1478.6666666666667
?l?l?d?d?d?d,-933.8333333333334
?u?l?d?d?d?d,-933.8333333333334
?l?l?d?d?d?d?d,-933.8333333333334
?l?l?l?d?d?d,-933.8333333333334
?d?l?d?d?d?d,-1478.6666666666667
?l?l?d?d?d?d,-933.8333333333334
?l?l?l?d?d?d,-1478.6666666666667
?l?l?d?d?d?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?l?l?d?d?d?d,-933.8333333333334
?l?l?d?d?l?d,-933.8333333333334
?l?l?l?d?d?d,-933.8333333333334
?l?l?d?d?d?d,-1478.6666666666667
?u,-1478.6666666666667
?l?l?l?d?d?d,-1478.6666666666667
?l?l?d?d?d?d,-1478.6666666666667
?l?l?d?d?d?d,-933.8333333333334
?l?l,-1478.6666666666667
?l?l?l?d?d?d,-1478.6666666666667
?l?l?d?d?d?d,-933.8333333333334
?l?l?l?d?d?d,-1478.6666666666667
?l?d?l?d?d?s?l,-1478.6666666666667
?l?l?l?s?d?d,-1478.6666666666667
?l?l?l?d,-1478.6666666666667
?d?l?l?d?d?d,-1478.6666666666667
?l,-1478.6666666666667
?l?l?l?d?d?d,-1478.6666666666667
?l,-1478.6666666666667
?l?l?l?d?d?d,-1478.6666666666667
?l?l,-1478.6666666666667
?l?u?l?d?d?d,-1478.6666666666667
?l?l?l?d?d?d,-1478.6666666666667
?l?l?l?d?d?d,-1478.6666666666667
?l?l?l?d?d?d,-1478.6666666666667
