?l?s?l?l?l?l,0.0
?l?l?d?l?l?l?l?d,0.0
,0.0
?d?u?u,0.0
,0.0
?d,0.0
,0.0
?l?d?d?s?s?u?u?d,0.0
?s?d?d?d?d?d?l?d,0.0
?u?l,0.0
,-0.0
?d,-0.0
?l?d?d?s?s?l?l,-8.833333333333334
?l?s?l?l?l?u?u?d,-0.0
?l?s?d?l?l?l,-8.833333333333334
,-0.0
?d,-0.0
?u?l,-0.0
?l?d?d?s?s?u?u?d,-0.0
?s?d?d?d?d?d?l?d,-0.0
?l?l?d,-0.0
?d?u?u?l?l?u?l?d,-32.0
,-0.0
?l?l,-32.0
,-0.0
?l?d?d?l?l?l,-0.16666666666666666
?l?s?l?l?l?l,-8.833333333333334
?l?l?d?l?l?l?l?d,-32.0
?l,-32.0
?l?s?l?l?l?u,-8.833333333333334
?l?s?l?d?l?l,-8.833333333333334
,-0.0
?l?l?d?l?l?l,-0.16666666666666666
?l?d?d?l?l?l,-62.166666666666664
?l?d?d?l?l?l,-62.166666666666664
?l?d?d?l?l?l,-62.166666666666664
?l?l?d?l?l?s?l?d,-32.0
?l?l?d?l?l?l?l?d,-32.0
?l?d?d?l?s?l,-62.166666666666664
?l?d?d?l?l?l,-62.166666666666664
?l?d?d?l?l?l,-201.16666666666666
?l?s?d?u?l?l,-62.166666666666664
?l?d?d?l?l?l,-62.166666666666664
?l?d?d?l?l?l,-62.166666666666664
?l?l?d?l?l?u?l?d,-32.0
?l?d?d?l?l?l,-201.16666666666666
?l?d?d?l?l?d?l,-201.16666666666666
?l?l?d?d?s?l,-62.166666666666664
?d?d?l?s?l?l,-62.166666666666664
?l?l?d?l?l?l,-201.16666666666666
?l?l?d?l?l?l,-201.16666666666666
?l?l?l?l?l?l?u,-201.16666666666666
?l?l?d?u?l?l,-201.16666666666666
?d?d?d?l?l?l?u,-62.166666666666664
?l?d?d?l?l?l,-62.166666666666664
?u?d?d?l?l?l,-62.166666666666664
,-62.166666666666664
?l?l?d?l?l,-62.166666666666664
?l?d?d?l?l?l,-62.166666666666664
?l?d?d?l?l?l,-62.166666666666664
?l?l?d?u?l?u,-201.16666666666666
?l?d?d?l?l?l,-62.166666666666664
?l?d?d?l?l?l,-62.166666666666664
?d?d?d?l?l?l,-62.166666666666664
?l?l?d?l?l?l,-201.16666666666666
?l?l?d?l?l?l,-201.16666666666666
?l?l?d?l?l?l,-201.16666666666666
?l?l?d?l?l?l,-201.16666666666666
?l?u?d?l?u?l,-201.16666666666666
?l?l?d?l?l?l,-201.16666666666666
?l?l?d?l?l?l,-201.16666666666666
?l?l?d?l?l?l,-201.16666666666666
?d?d?s?l?l?l,-227.4
?d?d?d?l?l?l,-227.4
?l?l?d?l?u?l,-201.16666666666666
?l?l?d?l?l?l,-201.16666666666666
?l?l?d?l?l?l,-201.16666666666666
?l?l?d?l?l?l,-201.16666666666666
?l?l?d?l?l?l,-201.16666666666666
?l?l,-201.16666666666666
,-201.16666666666666
?l?l?d?l?l?l,-227.4
?l?l?d?l?l?l,-227.4
?d?d?d?l?l?l,-201.16666666666666
?d,-201.16666666666666
?l?l?d?l?l?l,-227.4
?l?l?d?l?l?l,-201.16666666666666
?l?l?d?l?l?l,-201.16666666666666
?l?l?d?l?s?l,-227.4
?d?d?d?l?l?l,-201.16666666666666
?d?d?d?d?l?l,-201.16666666666666
?l?l?d?l?l?l,-227.4
?l?l?d?l?l?l,-227.4
?d?s?d?l?l?l,-201.16666666666666
?d?d?d?l?l?l,-227.4
?l?l?d?l?l?l,-201.16666666666666
?d?d?d?l?l?l,-227.4
?l?l?s?l?l?l,-201.16666666666666
?d?d?d?l?l?l,-227.4
?d?d?d?l?s?l,-227.4
?d?d?d?l?l?s,-227.4
?d?u?d?l?u?l,-227.4
?d?d?d?l?l?l,-227.4
?d?d?d?l?l?l,-227.4
?d?u?d?l?l?l,-201.16666666666666
?l?l?d?l?l?l,-227.4
?d?d?d?l?l?l,-227.4
?d?d?d?l?l?l,-227.4
?d?d?d?d?l?l,-279.8
?d?d?d?l?l?l,-227.4
?d?d?d?l?l?l,-227.4
?d?d?l?l?l?l,-227.4
?d?d?d,-227.4
?d?d?d?l?l?l,-227.4
?d?d?d?l?l?l,-227.4
?d?d?d?d?l?l,-279.8
,-227.4
?d?d?d?l?l?l,-227.4
?d?d?d,-227.4
?d?d?d?l?l?l,-227.4
?d?l?d?l?s?l,-227.4
?d?d?d?u?l?l,-227.4
?d?d?d?l?l?l,-227.4
?d?d?l?l?l?l,-227.4
?d?d?d?l?l?l,-227.4
?d?d?d?l?l?l,-227.4
?d?s?d?l?l?l,-227.4
?d?d?d?d?l?l,-279.8
?d?d?d?d?l?l?s,-279.8
?d?d?d?d,-279.8
?d?d?d?d?l?l,-279.8
?d?d?d?d?l?l,-279.8
,-279.8
,-279.8
?d?d?l?l?l?l,-227.4
?d?d?d?d?l?l,-279.8
?d?d?d?l?l?l,-227.4
?d?d?l?d,-1942.8
?d?s?d?d,-1942.8
