Mask;Score;Gen
?u?u?u?u?u?u;-817.2;57
?u?u?l?u?u?u;-7.0;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?s?u?u;-0.0;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?d?u;-3.1666666666666665;57
?u?u?u;-0.0;57
?u?u?u?u?u?u?u?s;-0.028169014084507043;57
?u?u?u;-0.0;57
?d?u?u?u?u?u;-2.3333333333333335;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?d?u?s?u?u;-0.0;57
?s?u?u?u?u?u;-0.0;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?s?u?u?u;-1.2;57
?u?u?u?u?s?u;-0.16666666666666666;57
?u?u?u?u;-136.33333333333334;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u?l?s;-0.0;57
?u;-0.0;57
?u?u?u?u?u?u;-817.2;57
?u?s?u?u?u?s;-0.0;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?s?u;-0.16666666666666666;58
?u?u?u?u?u?u?l?s;-0.0;58
?u?u?u?u?u?u?u?s;-0.028169014084507043;58
?u?u?u?u?u?u;-817.2;58
?d?l?u?u?u?u;-0.3333333333333333;58
?u?u?u?u?l?u;-5.333333333333333;58
?u?u?u?u?u?u?u?s;-0.028169014084507043;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?l?u?u;-4.333333333333333;58
?u?u?u?u?u?d;-67.33333333333333;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?u?u?s;-0.028169014084507043;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?d?u?s;-0.0;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?s;-0.5;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?u?s?s;-0.031746031746031744;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?u?d?s;-0.058823529411764705;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?u;-817.2;58
?u?u?u;-0.0;58
?d?u?u?u?s?u;-0.0;58
?u?u?u?l?u?d;-2.4;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?u?s?s;-0.031746031746031744;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u;-205.16666666666666;58
?u;-0.0;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?u?d?s;-0.058823529411764705;58
?u?u?u?u?u?u?d?s;-0.058823529411764705;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?u;-817.2;58
?u;-0.0;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?u?u?u;-817.2;58
?u?u?d?u?u?u;-6.333333333333333;58
?u?u?u?u?d?u;-3.1666666666666665;58
?u?u?u?u?u?u;-817.2;58
?u?u?u?d?u?u;-4.0;58
?u?u?u?u?u?u;-817.2;59
?u?u?u?u?l?u;-5.333333333333333;59
?u?u?u?u?u?u;-817.2;59
?u?u;-0.0;59
?u?u?u?u?u?u;-817.2;59
?u?u?u?u?u?u;-817.2;59
?u?u;-0.0;59
?u?u?u?u?u?u;-817.2;59
?u?u?u?u?d?u?l?s;-0.0;59
?u?u?u?u?u?u;-817.2;59
?u?u?d?u?u?u;-6.333333333333333;59
?u?u?u?u?u?u?d?s;-0.058823529411764705;59
?l?u?u?u?u?u;-6.8;59
?u?u?u?u?u?u;-817.2;59
?u?u?u?u?u?u;-817.2;59
?u?u?u?u?u?u;-817.2;59
?u?u;-0.0;59
?u?u?u?u?u?u;-817.2;59
?u?u?u?u?u?u;-817.2;59
;-0.0;59
?u?u?u;-0.0;59
?u?u?u?u?u?u;-817.2;59
?u?u?u?u?u?u;-817.2;59
?u?u?u?u?u?u;-817.2;59
?u?u?u?u?u?u;-817.2;59
?u?u?u?s?u?u;-0.0;59
?u?d?u?u?u?u;-4.0;59
?u?u?u?u?u;-205.16666666666666;59
?u?u?u?u?u?u;-817.2;59
?u?u?s?u?u?u;-1.2;59
?u?u?u?d?u?u;-4.0;59
?u?u?u?u?u?l;-5.6;59
?u?s?u?u?u?u;-0.6;59
?u?u?u?u?u?l;-5.6;59
?u?u?u?u?u?u;-817.2;59
?u?u?u?u?u?u;-817.2;59
?u?u?u?u?u?s;-0.5;59
?l?u?u?u?u?u;-6.8;59
?u?u?u;-0.0;59
?u?u?u?u?u?u;-817.2;59
?u?u?u?u?u;-205.16666666666666;59
?u?u?u?u?u?u;-817.2;59
?u?u?u;-0.0;59
?u?u?u?u?u?u;-817.2;59
?u?d?u?u?u?u;-4.0;59
?u?u?d?u?l?u?l?s;-0.0;59
?u;-0.0;59
?u?u?u?u?u;-205.16666666666666;59
?u?u?u?u?u?u;-817.2;59
?u?u?u?u?u?u;-817.2;59
?u?s?u?u?u?u;-0.6;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u;-817.2;60
?u?s?u?u?u?u;-0.6;60
?u?u?u?u?u?u;-817.2;60
?u?s?u?u?u?u;-0.6;60
?u?u?u?u?u?u;-817.2;60
?d?u?u?u?u?u;-2.3333333333333335;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u?l?s;-0.0;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u?u?s;-0.028169014084507043;60
?u;-0.0;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?l?u?d?s;-0.0;60
?u?u?u?u?u;-205.16666666666666;60
?u?u?u?u?u?u;-817.2;60
?u?u?l?u?u?u;-7.0;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?s?u;-0.16666666666666666;60
?u?u?u?u;-136.33333333333334;60
?u?u?u?u?l?u;-5.333333333333333;60
?u?u?u;-0.0;60
?u?u?u?u?u?u?u?s;-0.028169014084507043;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?s;-0.5;60
?d?u?u?u?u?u;-2.3333333333333335;60
?u?u?u?u?l?l;-7.6;60
?u?u?u?u?u?u?s?s;-0.031746031746031744;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?l?u;-5.333333333333333;60
;-0.0;60
?u?u?u?u?u?l;-5.6;60
?u?l?u?u?u?u;-50.0;60
?u;-0.0;60
?u?u?u?u?u?u;-817.2;60
?u?u?u?u?u?s;-0.5;60
?u?u?u?u?d?u;-3.1666666666666665;61
?l?u?u?u?u?u;-6.8;61
?u?u?u?u?u?l;-5.6;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
?u?u?u;-0.0;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
;-0.0;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u?s?s;-0.031746031746031744;61
?u?u?u?u?u?u?l?s;-0.0;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u?l?s;-0.0;61
?u?u?u?u?u?u;-817.2;61
?u?u?d?u?u?u;-6.333333333333333;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
?u?u;-0.0;61
?u?u;-0.0;61
?u?u?u?u?d?u;-3.1666666666666665;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u?u?s;-0.028169014084507043;61
?u?u?u?u?u?u;-817.2;61
?u?u;-0.0;61
?u?u?u?u?u?s;-0.5;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
?u?u?u?u?u?u;-817.2;61
?u?u?u;-0.0;61
?s?u?u?u?u?u;-0.0;61
?u?u?u?u?u?u?s?s;-0.031746031746031744;61
?l?u?u?u?u?u;-6.8;61
?u?u?u?u;-136.33333333333334;61
?u?u?u?u?u?u;-817.2;61
?s?u?u?u?u?u;-0.0;61
?u?u?d?u?u?l;-1.2;61
?u?u?u?u?u?u;-817.2;61
?u?u?l?u?u?u;-7.0;61
?u?u?u?u?u?u?u?s;-0.028169014084507043;61
?u?u?u?u?u?u;-817.2;62
?u?d?u?u?u?u;-4.0;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?l?u;-5.333333333333333;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u;-136.33333333333334;62
?u?u?u?u?u?u;-817.2;62
?s?u?u?u?u?u;-0.0;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?s;-0.5;62
?u?u?u?d;-4.666666666666667;62
?u?u?u?u?u?u;-817.2;62
?u;-0.0;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?u?d?s;-0.058823529411764705;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?s;-0.5;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?u;-817.2;62
?d?u?u?u?u?u?s?s;-0.0;62
?u?u?u?u?l?u?u?s;-0.0;62
?u;-0.0;62
?u?u;-0.0;62
?u?l?u?u?u?u;-50.0;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?l?u?u;-4.333333333333333;62
?u?u?u?u?u?u?u?s;-0.028169014084507043;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?d;-67.33333333333333;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?u;-817.2;62
?u?u?s?u?u?u;-1.2;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?l;-5.6;62
?u?u?u?u?s?u;-0.16666666666666666;62
?u?u?u?u?u?u;-817.2;62
?u?u?s?u?d?u?u?s;-0.0;62
?d?u?u?u?u?u;-2.3333333333333335;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?u;-817.2;62
?u?u?u?u?u?l;-5.6;62
?d?l?u?u?u?u;-0.3333333333333333;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?l?u?u?u?u;-50.0;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?l?s?s;-0.0;63
?u?u?u;-0.0;63
?u?u?u?u?u?s;-0.5;63
?u?u?u?u?u?u;-817.2;63
?u?l?u?u?u?u;-50.0;63
?u?l?d?u?u?u;-1.5;63
?u?u;-0.0;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u;-136.33333333333334;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u?s?s;-0.031746031746031744;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?s?u?u?u?s;-0.0;63
?u?u?u?u?u?d;-67.33333333333333;63
?u?l?u?u?u?l;-52.2;63
?s?u?u?u?u?u;-0.0;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?l?u?u;-4.333333333333333;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?s?u?u?u?s;-0.0;63
?u?u?u?u?u?u;-817.2;63
?u?u?u;-0.0;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?d?u?u?u?u?u;-2.3333333333333335;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?u;-0.0;63
?u?u?u?u?u?l;-5.6;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u?u?s;-0.028169014084507043;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;63
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?s;-0.5;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u;-0.0;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?l?u?u?u?u;-50.0;64
?u?d;-0.0;64
?u?u?u?u?u?u?u?s;-0.028169014084507043;64
?u?u?u;-0.0;64
?u;-0.0;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?s?u?u?u;-1.2;64
?u?u?u?u?u?u;-817.2;64
;-0.0;64
?u?u?u?u?u?u;-817.2;64
?u?u?l?u?u?u;-7.0;64
?u?u?u?u?u?u?u?s;-0.028169014084507043;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u?d?s;-0.058823529411764705;64
?u?u?u?u?u?u?s?s;-0.031746031746031744;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u?s?s;-0.031746031746031744;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?l;-5.6;64
?u?l?u?u?u?u;-50.0;64
?u?u?u?u?u?s;-0.5;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;64
?u?u?u?u?u?u;-817.2;65
?s?u?u?u?u?u;-0.0;65
?u?u?u?u?u?u;-817.2;65
?u?u?u;-0.0;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?u;-817.2;65
?u?u?u;-0.0;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?u;-817.2;65
?u;-0.0;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?d?u;-3.1666666666666665;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?d;-67.33333333333333;65
?u?l?u?u?d?u;-2.0;65
?u?u?u?u?u?u;-817.2;65
?l?u?u?l?u?u;-4.166666666666667;65
?u?u?u?u?u?u;-817.2;65
?s?u?u?u?u?u;-0.0;65
?u?l;-0.0;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?u;-817.2;65
?u?u?u;-0.0;65
?u?u?s?s?d?u;-0.0;65
?d?u?s?u?u?u;-0.0;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?u?l?s;-0.0;65
?u?u?u?u?u?u?d?s;-0.058823529411764705;65
?u?u?u?u?u?u;-817.2;65
?d?s?u?u?u?u;-0.0;65
?u;-0.0;65
?u?u?u?u?l?u;-5.333333333333333;65
?u?u?u?u?u?u;-817.2;65
?u?d?u?u?u?u;-4.0;65
?u?u?u?u?u?u;-817.2;65
?u?u?l?u;-0.6;65
?u?u?s?u?u?u;-1.2;65
?u?u?u?l?u?d;-2.4;65
?u?u?u?u?u?u;-817.2;65
?u?u?u?u?u?u;-817.2;65
?u?s?u?u?u?u;-0.6;65
?u?u?u?u?u?d;-67.33333333333333;66
?u?u?u?u?u?u;-817.2;66
?u?l?d?u?u;-4.2;66
?u?u?u?u?u?s;-0.5;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?s?u;-0.16666666666666666;66
?u?u?u?u;-136.33333333333334;66
?u?u?u?u?u;-205.16666666666666;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?l?u?u;-4.333333333333333;66
?u?u?u?u?d?u;-3.1666666666666665;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?d;-67.33333333333333;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u;-817.2;66
?u?u?s?u?u?u;-1.2;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u?s?s;-0.031746031746031744;66
?u?u?u?u?u?u;-817.2;66
?s?u?u?l?u?u;-0.0;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u;-817.2;66
?s?u?u?u?u?u;-0.0;66
?u?u?u?l?u?u;-4.333333333333333;66
?u?u?u?u?u?u;-817.2;66
?l?u?u?u?u?u;-6.8;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?s?u?u?s;-0.0;66
?u?u?u?u?u?u?u?s;-0.028169014084507043;66
?u?u?u?u?u?u;-817.2;66
?u?l?u?u?u?u;-50.0;66
?u?u?d?u?u?u;-6.333333333333333;66
?u?u?u?u?u?u?u?s;-0.028169014084507043;66
?u?u?u?u?u?u?l?s;-0.0;66
?u;-0.0;66
?u?u?u?u?u?d;-67.33333333333333;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u;-205.16666666666666;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u;-817.2;66
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?l?u;-5.333333333333333;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u;-0.0;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u;-0.0;67
?l?u?u?u?u?u;-6.8;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?s?d;-0.0;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?s?u?u;-0.0;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?l?u;-5.333333333333333;67
?l?u?u?u?u?s;-0.0;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?d?u?u?s;-0.0;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u;-205.16666666666666;67
?u?u?u?u?u?u;-817.2;67
?u?d?u?u?u?u;-4.0;67
?l?u?u?u?l?u?l?s;-0.0;67
?u?u?u?u?u?u?d?s;-0.058823529411764705;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;67
?d?l?u?u?u?u;-0.3333333333333333;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?s?u?u;-0.0;67
?u?u?d?u?u?u;-6.333333333333333;67
;-0.0;67
?u?u?u?u?u?u;-817.2;67
?u?u?u?u?u?u;-817.2;68
?u?u?u?s?l?u;-0.0;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?u?u;-205.16666666666666;68
?u;-0.0;68
?u?l?u?u?u?u;-50.0;68
?u?u?u?u?u?s;-0.5;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?u?u?u;-817.2;68
;-0.0;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?u?u?u?s?s;-0.031746031746031744;68
?s?u?u;-0.0;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?u?u?u;-817.2;68
?u?u;-0.0;68
?l?u?u?u?u?u;-6.8;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?u?u?u?l?s;-0.0;68
?u?u?u?l?u?u;-4.333333333333333;68
?u?u?u?d?u?u;-4.0;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?u?s?u;-0.16666666666666666;68
?u?u?u?u?d?u;-3.1666666666666665;68
?u?u?u?u?u?d;-67.33333333333333;68
?u?u?u?u?u;-205.16666666666666;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?u?d?u;-3.1666666666666665;68
?u?u?d?u?u?u;-6.333333333333333;68
?u?s?u?s?u?u;-0.0;68
?u?l?u?u?u?u?u?s;-0.0;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?u;-136.33333333333334;68
?u?u?u?u?u?u;-817.2;68
?u?l?u?u?u?u;-50.0;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?d?u?u;-4.0;68
?s?u?u?l?u?u?s?s;-0.0;68
?u?u?u?u?u?u;-817.2;68
?u?u?s?u?u?u;-1.2;68
?u?u?u?d?u?u;-4.0;68
?u?u?u?u?u?u;-817.2;68
?u?u?u?u?u?l;-5.6;68
?u?u?u?u?u?s?s?s;-0.0;68
?u?u?u?u?s?d;-0.0;68
?u?u?d?u?u?u;-6.333333333333333;69
?u?u?u?u?u?u?d?s;-0.058823529411764705;69
?u?u?l?u?s?u;-0.0;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u?l?s;-0.0;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u?u?s;-0.028169014084507043;69
?u?d?u?l?u?u;-1.6;69
?u?u?u?u?u?u;-817.2;69
?d?u?u?u?u?u;-2.3333333333333335;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?s;-0.5;69
?l?u?l?u?u?u;-4.666666666666667;69
?u?u?u?u?u?u;-817.2;69
?u;-0.0;69
?u?u?u?u?u?u;-817.2;69
?u?u;-0.0;69
?u?u?u?u?u?u;-817.2;69
?d?u?u?u?l?u;-0.6;69
?u?u?u?u?d?u;-3.1666666666666665;69
?u?u?u?u?s?u;-0.16666666666666666;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?l?u?u?u?u?l?s;-0.0;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?s;-0.5;69
?u?u?u?u?l?u;-5.333333333333333;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?l?u;-5.333333333333333;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u;-0.0;69
?u?u?u?u?u?u;-817.2;69
?u?s?u?u?u?u;-0.6;69
?l?u?u?u?u?u?l?s;-0.0;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;69
?u?u?u?u?u?u;-817.2;70
?u?d?u?u?u?u;-4.0;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?u?u?u;-0.0;70
?u;-0.0;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?d;-67.33333333333333;70
?u?u?u?u?s?u;-0.16666666666666666;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u?d?s;-0.058823529411764705;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?u?u?u;-0.0;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?d?u?u?u?u?u;-2.3333333333333335;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?u?l?l?u?u?u;-41.333333333333336;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?s?u?u?u?u?u;-0.0;70
?u?u?u?u?d?u;-3.1666666666666665;70
?u?u?u?u?u?u;-817.2;70
?u?l?u?s?l?u;-0.2;70
?u?u?u?d?u?u;-4.0;70
?u?u?u?u?u?u?s?s;-0.031746031746031744;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?d?u;-3.1666666666666665;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u?l?s;-0.0;70
?u?u?d?u?u?d;-3.6;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?u?u?u;-817.2;70
?u?u?u?d?u?u;-4.0;70
?u?u?u?u;-136.33333333333334;70
?u?s?u?u?u?u;-0.6;70
?u?u?u?u?u?u?d?s;-0.058823529411764705;70
?u?u?u?u?u?u;-817.2;70
?s?u?u?u?u?u;-0.0;71
