Iteracion;Puntuacion;Array
0;-16492.347713339306;[1, 1, 1, 1, 1, 1, 0, 2]
1;-16492.347713339306;[1, 1, 1, 1, 1, 1, 0, 3]
2;-16492.347713339306;[1, 1, 1, 1, 1, 1, 0, 2]
3;-16492.347713339306;[1, 1, 1, 1, 1, 1, 0, 2]
4;-16492.347713339306;[1, 1, 1, 1, 1, 1, 0, 2]
5;-16492.347713339306;[1, 1, 1, 1, 1, 1, 0, 0]
6;-16492.347713339306;[1, 1, 1, 1, 1, 1, 0, 1]
7;-16492.347713339306;[1, 1, 1, 1, 1, 1, 0, 3]
8;-16492.347713339306;[1, 1, 1, 1, 1, 1, 0, 2]
9;-16492.347713339306;[1, 1, 1, 1, 1, 1, 0, 4]
