Iteracion;Puntuacion;Array
0;-15115.62536859751;[1, 1, 1, 1, 1, 1, 0, 3]
1;-15115.62536859751;[1, 1, 1, 1, 1, 1, 0, 3]
2;-4398.668397337798;[1, 1, 1, 1, 1, 0, 2, 0]
3;-2165.575053462057;[3, 3, 3, 3, 3, 0, 2, 2]
4;-11591.319070423866;[3, 3, 3, 3, 3, 3, 0, 0]
5;-15115.62536859751;[1, 1, 1, 1, 1, 1, 0, 0]
6;-15115.62536859751;[1, 1, 1, 1, 1, 1, 0, 3]
7;-4398.668397337798;[1, 1, 1, 1, 1, 0, 4, 4]
8;-15115.62536859751;[1, 1, 1, 1, 1, 1, 0, 1]
9;-15115.62536859751;[1, 1, 1, 1, 1, 1, 0, 2]
