?s;-0.0;1
?u?d?d?d?s?s;-0.0;1
?l?s?u;-0.0;1
?l?u?s?s?s?u?u?d;-0.0;1
?l?d?s?s?d?l?s?d;-0.0;1
?l?d?s?u?s;-0.0;1
?u;-0.0;1
;-0.0;1
?d;-0.0;1
?s?u?l?s;-0.0;1
?l?u?d?s;-0.0;1
;-0.0;1
?l?l?d?u?u?d?d?s;-0.0;1
?l?u?s?s?l?l?l?l;-0.0;1
?l?d;-0.0;1
?d;-0.0;1
?s?d?l?d?u?u;-0.0;1
?s?d?u?u?u?s?l?s;-0.0;1
;-0.0;1
?l;-0.0;1
?s?l?u?s?l?u?l;-0.0;1
?u?u?l?u?d?l;-2.0;1
;-0.0;1
?u?s?u;-0.0;1
?s?u?l?s;-0.0;1
;-0.0;1
;-0.0;1
?d;-0.0;1
;-0.0;1
;-0.0;1
?u?s?l;-0.0;1
?u?u?d?l?l;-1.0;1
?d?d;-0.0;1
?l?s?u?u?l?l?l?s;-0.0;1
?s?l?u;-0.0;1
;-0.0;1
;-0.0;1
;-0.0;1
?d?u?u?l;-0.6;1
?l?u?u;-0.0;1
?s?d?l?d?s?d?l?u;-0.0;1
?s?d?d;-0.0;1
?d?l?d?u?d?u?d?l;-0.0;1
?d?d?l?s?s;-0.0;1
;-0.0;1
;-0.0;1
?l;-0.0;1
?s?l?s?d?l?d;-0.0;1
;-0.0;1
;-0.0;1
?u?u?d?d?l?l;-3.2;2
?s?l?s?l?l;-0.0;2
?l?d?d?s;-0.0;2
?l?u;-0.0;2
?u?s?l?l?d?l?u?s;-0.0;2
?u;-0.0;2
?u?d?d?d?s?s;-0.0;2
;-0.0;2
?l;-0.0;2
;-0.0;2
;-0.0;2
?s;-0.0;2
?l?d?u?s?l?l?u?u;-0.0;2
?u?u?d?l?l;-1.0;2
;-0.0;2
?s?d?l?d?s?d?l?u;-0.0;2
?l?u?s?s?s?d?u?d;-0.0;2
;-0.0;2
;-0.0;2
?u?u?d?l?l;-1.0;2
?l?u?u?l;-0.5;2
?d;-0.0;2
?l?u?s?s?s?s;-0.0;2
?u?s?l?d?l?l?l?l;-0.0;2
;-0.0;2
?s?d?l?u?u?u;-0.0;2
;-0.0;2
?l;-0.0;2
?s?d?l?d?s?s?l?u;-0.0;2
?d;-0.0;2
?u?u?u?l;-1.6;2
?d;-0.0;2
?s;-0.0;2
?u?u?d?l?l;-1.0;2
?u?s?u;-0.0;2
?l?l;-0.0;2
?s?l?u;-0.0;2
?u?d?l?s?s;-0.0;2
?s?u?d?d?l?d?s?u;-0.0;2
?l?u?d?s;-0.0;2
?l?u?u;-0.0;2
?l?u?u?s?s?u?u?d;-0.0;2
?s;-0.0;2
?l?s?d;-0.0;2
;-0.0;2
?u?u?l?u?d?l;-2.0;2
?u?u;-0.0;2
?s?d?l?u?d?l;-0.0;2
?d?l?u;-0.0;2
